"","Land_use","species","guild","A_match","SD_match","A_mtheta","A_nopartners","p_value","forest_cover","Coef_matchr"
"19","Core",12,"parasites",0.339780144597855,0.0316115788059503,0.765021558805308,2,0.01,0.1,0.0930353915864154
"20","Core",13,"hosts",0.178645944337563,0.0699290504725577,0.457932728762338,1.66666666666667,0.01,0.1,0.391439339593527
"21","Core",14,"parasites",0.351116328974946,0.0471916762980514,0.538973501175494,9.4,0.01,0.1,0.134404675612278
"22","Core",15,"hosts",0.38418013835603,0.0385218871455982,0.55911870517119,1,0.01,0.1,0.100270376575009
"23","Core",15,"parasites",0.385658403979046,0.0442237119988112,0.214240697405618,3,0.01,0.1,0.114670681469745
"24","Core",16,"hosts",0.396495804982366,0.0240121660428145,0.402126816316536,2,0.01,0.1,0.0605609586307791
"25","Core",16,"parasites",0.388944458977154,0.032614145273551,0.55672166876772,7.83333333333333,0.01,0.1,0.0838529628608663
"26","Core",17,"hosts",0.395739242596697,0.0247088875678457,0.999999999999882,0,0.01,0.1,0.0624372943297587
"27","Core",17,"parasites",0.397398792683508,0.0391412255247926,0.442239323966304,3.8,0.01,0.1,0.0984935692946734
"28","Core",18,"hosts",0.237568470065117,0.0259958814236448,0.723738412254715,1,0.01,0.1,0.109424796213569
"29","Core",19,"hosts",0.344496420972783,0.047085159826972,0.5840859596407,0.75,0.01,0.1,0.136678226421087
"30","Core",19,"parasites",0.322175635552203,0.0490793329617303,0.57924317680949,2.6,0.01,0.1,0.152337196068875
"31","Core",20,"hosts",0.23578747495388,0.0712006913802536,0.239418670473086,5.8,0.01,0.1,0.301969777632083
"32","Core",21,"hosts",0.361156757904951,0.0304656236152974,0.137882851003653,7.25,0.01,0.1,0.0843556792126129
