"","Land_use","species","guild","A_match","SD_match","A_mtheta","A_nopartners","p_value","forest_cover","Coef_matchr"
"810","Edge",19,"parasites",0.371395014873113,0.072116938821639,0.604774939207057,2.3945885005637,0.01,0.5,0.194178532111633
"811","Edge",20,"hosts",0.299951387714186,0.0712996430831989,0.180561445273755,4.86404833836858,0.01,0.5,0.237703994725766
"812","Edge",21,"hosts",0.27587048972842,0.0857705104083656,0.238902903185764,7.19875776397516,0.01,0.5,0.310908609662462
"813","Edge",21,"parasites",0.3985232832292,0.0658049819570083,0.49322140002271,4.05920344456405,0.01,0.5,0.165122051147918
"814","Edge",22,"hosts",0.356423488330456,0.073197810918638,0.390494836799747,4.04385964912281,0.01,0.5,0.205367528558536
"815","Edge",22,"parasites",0.38201530374349,0.0702725557725575,0.814734406353831,1.42244224422442,0.01,0.5,0.183952200563523
"816","Edge",23,"hosts",0.286908452616769,0.0827010263270805,0.200689191468059,7.37849779086893,0.01,0.5,0.28824883189324
"817","Edge",23,"parasites",0.309107112145139,0.0794080490780531,0.568553522607191,1,0.01,0.5,0.25689492722111
"818","Edge",24,"hosts",0.243297210776181,0.0562421396322871,0.195378022777118,6.42727272727273,0.01,0.5,0.231166397069905
"819","Edge",25,"hosts",0.405776623643881,0.0566189023635601,0.590037055962281,0.968660968660969,0.01,0.5,0.139532193488923
"820","Edge",25,"parasites",0.366634164967941,0.0704663489390597,0.405378803736674,1.83376623376623,0.01,0.5,0.192197988273191
"821","Edge",26,"hosts",0.391879408351459,0.0599944233960302,0.63955458724815,1.09104258443465,0.01,0.5,0.153094095064633
"822","Edge",26,"parasites",0.364810745445612,0.0738530867496579,0.693554966969886,2.0046511627907,0.01,0.5,0.202442191387338
"823","Edge",27,"hosts",0.363311600914119,0.0739972147706399,0.589667082214537,1.24447717231222,0.01,0.5,0.203674241572406
"824","Edge",27,"parasites",0.405454114837899,0.0600826419838082,0.583506300863221,1.38085539714868,0.01,0.5,0.148186045683195
"825","Edge",28,"hosts",0.278011879817236,0.0777650838273872,0.815848611778043,0.93812375249501,0.01,0.5,0.279718564107799
"826","Edge",29,"hosts",0.249484737678387,0.0866826989419576,0.264792717690664,4.14913657770801,0.01,0.5,0.347446900955124
"827","Edge",30,"hosts",0.400099773492993,0.0583161972114405,0.685615159328551,0.825493171471927,0.01,0.5,0.145754137030177
"828","Edge",30,"parasites",0.406452190635528,0.0619233633297039,0.627088977553194,2.45294117647059,0.01,0.5,0.152350915449319
"829","Edge",31,"hosts",0.388437176451841,0.0562134304097848,0.983538203652736,0.0345963756177924,0.01,0.5,0.14471691644776
"830","Edge",31,"parasites",0.368073797704038,0.0750567245274548,0.491286261470522,2.41571753986333,0.01,0.5,0.203917597491704
"831","Edge",32,"hosts",0.389271143377262,0.0668113595143685,0.612073099175221,1.45809248554913,0.01,0.5,0.171631934837816
"832","Edge",32,"parasites",0.366356499207741,0.0755460450453161,0.474792292764032,3.50102880658436,0.01,0.5,0.206209102905741
"833","Edge",33,"hosts",0.243378024800673,0.0792776834144549,0.382020418367195,2.4553264604811,0.01,0.5,0.325738872601104
"834","Edge",33,"parasites",0.388028594494262,0.0730621129421796,0.523634319027263,2.91933701657459,0.01,0.5,0.188290538323356
"835","Edge",34,"hosts",0.36918283675521,0.0690460374387443,0.519055451937098,1.60082872928177,0.01,0.5,0.187023963642508
"836","Edge",34,"parasites",0.396634296642422,0.0658136258483224,0.564466532572987,2.94891304347826,0.01,0.5,0.165930244574022
"837","Edge",35,"hosts",0.370107911946974,0.0728746745622019,0.452010215764744,3.27167630057803,0.01,0.5,0.196901152906568
"838","Edge",35,"parasites",0.387314638424143,0.0636931479922226,0.464221342298102,1.43080357142857,0.01,0.5,0.164448078315266
"839","Edge",36,"hosts",0.156659182270893,0.0599054116696906,0.599581138290597,1.4463768115942,0.01,0.5,0.382393236076663
"840","Edge",36,"parasites",0.406778372122205,0.0659382935034254,0.848358332973226,1.40484429065744,0.01,0.5,0.162098818478029
"841","Edge",37,"hosts",0.387151246968633,0.0670825979363731,0.508461949575492,4.74101796407186,0.01,0.5,0.173272328222175
"842","Edge",37,"parasites",0.403888594703192,0.067506872750477,0.853977659953008,1.4082332761578,0.01,0.5,0.167142310121647
"843","Edge",38,"hosts",0.315379435353967,0.0854416705826906,0.732258928602687,0.972303206997085,0.01,0.5,0.270917063716583
"844","Edge",38,"parasites",0.421379588432455,0.0452656263951446,0.910081322356485,1,0.01,0.5,0.107422446738662
"845","Edge",39,"hosts",0.3621068273608,0.0676106405182997,0.729983722837682,0.768532526475038,0.01,0.5,0.18671462510408
"846","Edge",39,"parasites",0.403916430162988,0.0661102020521513,0.861778611991117,1,0.01,0.5,0.163672970731779
"847","Edge",40,"hosts",0.402283916375832,0.0574182462622156,0.782470853283006,0.663189269746647,0.01,0.5,0.142730653463592
"848","Edge",40,"parasites",0.405531643100974,0.0528676917623113,0.876797511445962,1,0.01,0.5,0.13036637870734
"849","Edge",41,"hosts",0.399239238768295,0.0660472111114244,0.649124255481466,0.926086956521739,0.01,0.5,0.165432664672913
"850","Edge",41,"parasites",0.399466309090655,0.0522013928859292,0.896973950753468,1,0.01,0.5,0.130677836147836
"851","Edge",42,"hosts",0.27889615032496,0.104002440895426,0.382798232140298,1.98885350318471,0.01,0.5,0.372907409350206
"852","Edge",42,"parasites",0.401604330724745,0.0549983345868583,0.881402049326546,1,0.01,0.5,0.136946567502415
"853","Edge",43,"hosts",0.402550432428827,0.0595093994237975,0.687445794053888,0.85099846390169,0.01,0.5,0.147830916649976
"854","Edge",43,"parasites",0.409249021167658,0.0561815335464428,0.923298731865372,1,0.01,0.5,0.137279579523849
"855","Edge",44,"hosts",0.235686140909525,0.0897349784797733,0.279569585176059,6.85803432137285,0.01,0.5,0.380739309207922
"856","Edge",45,"hosts",0.170175812467047,0.0438358702339542,0.23329403952352,6.18319327731092,0.01,0.5,0.257591661226489
"857","Edge",46,"hosts",0.343722493777661,0.072577658991702,0.22779708871887,5.74521354933726,0.01,0.5,0.211151903950311
"858","Edge",47,"hosts",0.242268524261324,0.0751311024048123,0.568668264567701,0.777448071216617,0.01,0.5,0.310114995886844
"859","Edge",47,"parasites",0.389419807723986,0.0663597524007953,0.704162253229518,1.39573070607553,0.01,0.5,0.170406720676699
"860","Edge",48,"hosts",0.400560492181786,0.067917357534605,0.630070641219233,0.794160583941606,0.01,0.5,0.169555807075906
"861","Edge",49,"hosts",0.282059221168558,0.0783512309958822,0.811923266898526,0.929006085192698,0.01,0.5,0.277782909104254
"862","Edge",50,"hosts",0.194857616898497,0.0487534343910446,0.203315642556277,4.81395348837209,0.01,0.5,0.250200300953288
"863","Edge",50,"parasites",0.395920324928374,0.0665719339848091,0.488892438855286,1,0.01,0.5,0.168144775080321
"864","Edge",51,"hosts",0.370203416552482,0.0691967426779696,0.680488812759233,0.696629213483146,0.01,0.5,0.186915462105574
"865","Edge",51,"parasites",0.384456143148804,0.0536481138927072,0.375267728923027,1,0.01,0.5,0.139542870750651
"866","Edge",52,"parasites",0.399927496052892,0.0429859370781709,0.446589704686193,1,0.01,0.5,0.107484325290017
"867","Edge",53,"parasites",0.382952186998434,0.0622512368261257,0.584969702901463,1.43333333333333,0.01,0.5,0.162556159592791
"868","Edge",55,"parasites",0.397974092365739,0.0614692655038332,0.776898383603358,1.51587301587302,0.01,0.5,0.154455444922135
"869","Edge",57,"parasites",0.418777922274455,0.0300728129092498,0.281094012213608,1,0.01,0.5,0.0718108842651475
"870","Edge",58,"parasites",0.411821293178487,0.0555405780327683,0.602052589821428,1.42831215970962,0.01,0.5,0.134865726840153
"871","Edge",59,"parasites",0.410020650526521,0.0573973517964512,0.625580983463044,1.43371212121212,0.01,0.5,0.139986490248102
"872","Edge",60,"parasites",0.414550891064983,0.0584149603106309,0.61299259894082,1.41360294117647,0.01,0.5,0.14091143348061
"873","Edge",61,"parasites",0.416138798961968,0.0578910372542086,0.626535446386724,1.40961538461538,0.01,0.5,0.139114731427625
"874","Edge",69,"parasites",0.370322588642015,0.0758028174232082,0.368374944244877,1.89923664122137,0.01,0.5,0.204694014753946
"875","Edge",70,"parasites",0.3675058694221,0.0779878926558118,0.367052302410845,1.91297935103245,0.01,0.5,0.212208563575997
"876","Edge",71,"parasites",0.367793665954266,0.0759781496114854,0.360951946280417,1.90271816881259,0.01,0.5,0.206578189470324
"877","Edge",72,"parasites",0.370377565851871,0.0781256217797675,0.367247408267317,1.90119760479042,0.01,0.5,0.210935080800799
"878","Edge",74,"parasites",0.367052972131427,0.0764794396801661,0.384776107878672,1.89193083573487,0.01,0.5,0.208360769389934
"879","Edge",77,"parasites",0.426717212271555,0.0667432750129449,0.788130144548751,1,0.01,0.5,0.156411021382636
"880","Edge",78,"parasites",0.3931323375636,0.0626866363619028,0.773881775716328,1.4989247311828,0.01,0.5,0.15945428643799
"881","Edge",79,"parasites",0.405374273875062,0.0571934810805898,0.928879427745389,1,0.01,0.5,0.141088087642723
"882","Edge",80,"parasites",0.338811561401756,0.0811037614750567,0.684251992431027,1.36155202821869,0.01,0.5,0.239377195806153
"883","Edge",90,"parasites",0.368727087691529,0.0816707620210321,0.861797094389677,1,0.01,0.5,0.22149379513272
"884","Edge",91,"parasites",0.35382803241124,0.0851047456232882,0.85130899280009,1,0.01,0.5,0.240525729528333
"885","Edge",92,"parasites",0.37459680530476,0.0713328277759987,0.596654317173157,1,0.01,0.5,0.190425616998961
"886","Edge",93,"parasites",0.352901601750284,0.0701508782371748,0.589390326893097,1,0.01,0.5,0.198783110899038
"887","Edge",100,"parasites",0.313619329429898,0.0410099067663398,0.371098961068744,1,0.01,0.5,0.130763326485291
"888","Edge",101,"parasites",0.314589044175471,0.0348040848069671,0.377175914015552,1,0.01,0.5,0.110633492969177
"889","Edge",102,"parasites",0.302634670851921,0.0403416490852219,0.36776633889458,1,0.01,0.5,0.133301478550556
"890","Core",1,"hosts",0.3873536787043,0.0569599842074048,0.318379292698119,3.84840425531915,0.01,0.7,0.147049033838884
"891","Core",1,"parasites",0.364516788708815,0.0659147302997442,0.652935108310431,2.15263157894737,0.01,0.7,0.180827693926599
"892","Core",2,"hosts",0.361161346915704,0.0772907799311594,0.467801285438824,1.50159744408946,0.01,0.7,0.214006234585229
"893","Core",2,"parasites",0.358462887545812,0.066759099247393,0.649575130911837,2.00564971751412,0.01,0.7,0.186237129607626
"894","Core",3,"hosts",0.244439436806955,0.0543637073417708,0.467949898202132,1.37090909090909,0.01,0.7,0.222401540651168
"895","Core",3,"parasites",0.362700406243917,0.0657628818099014,0.726696941109737,2.17297297297297,0.01,0.7,0.181314607532244
"896","Core",4,"hosts",0.374980894270818,0.0584906703549002,0.712203227651262,2.12857142857143,0.01,0.7,0.155983068067082
"897","Core",4,"parasites",0.423919372962698,0.0530059425642328,0.550765583414431,1,0.01,0.7,0.125037792431574
"898","Core",5,"hosts",0.177276715695777,0.0371963022110451,0.246252046087645,2.70472440944882,0.01,0.7,0.209820573813413
"899","Core",5,"parasites",0.374512253023546,0.0628615770167429,0.587959767109273,5.02386634844869,0.01,0.7,0.167849186533266
"900","Core",6,"hosts",0.397087267112293,0.0570286255728176,0.563628491596847,1.12023460410557,0.01,0.7,0.143617361461984
"901","Core",7,"hosts",0.197828675469076,0.0653923884478688,0.414479037315236,0.949790794979079,0.01,0.7,0.330550605430762
"902","Core",7,"parasites",0.386536451186778,0.0503846242957202,0.626095808797902,1,0.01,0.7,0.130348959693258
"903","Core",8,"hosts",0.327488151515901,0.0932626756574198,0.409954509918271,0.958620689655172,0.01,0.7,0.284781831726488
"904","Core",9,"hosts",0.285020719468747,0.0994018937998905,0.374354235732991,0.956810631229236,0.01,0.7,0.348753220415578
"905","Core",10,"hosts",0.276564702848046,0.0936854422844652,0.401291208174249,0.965384615384615,0.01,0.7,0.338746923666319
"906","Core",10,"parasites",0.327777737481488,0.0571795082402313,0.750781693902234,1.43697478991597,0.01,0.7,0.174445978789089
"907","Core",11,"hosts",0.327633616565423,0.098207516791778,0.402070459216628,0.960992907801418,0.01,0.7,0.299747986245385
"908","Core",11,"parasites",0.385941377017965,0.0611233702898888,0.715342716632959,3.67435897435897,0.01,0.7,0.158374753083403
"909","Core",12,"hosts",0.19913211337022,0.0450865128236222,0.15883809743365,4.23232323232323,0.01,0.7,0.226415077209565
"910","Core",12,"parasites",0.368853725196579,0.0654814186041237,0.714837436661543,2.15469613259669,0.01,0.7,0.177526792142944
"911","Core",13,"hosts",0.167343777918419,0.0439581670997113,0.395517557649842,1.79518072289157,0.01,0.7,0.262681813728033
"912","Core",13,"parasites",0.376438778762438,0.0565121487391804,0.864194579607061,1,0.01,0.7,0.150123079574764
"913","Core",14,"hosts",0.151549811586356,0.0404479619429139,0.917806084518482,0.88034188034188,0.01,0.7,0.266895494752007
"914","Core",14,"parasites",0.310609312915162,0.0676529448947864,0.607511641881368,9.83518930957684,0.01,0.7,0.217807200498411
"915","Core",15,"hosts",0.387336670238444,0.0646605877835181,0.512292378730344,0.904,0.01,0.7,0.166936396039428
"916","Core",15,"parasites",0.401526179372543,0.0589654201356912,0.373413409669461,3.09158415841584,0.01,0.7,0.146853239377406
"917","Core",16,"hosts",0.344504318645246,0.0854828264762733,0.444296911691717,2.32415902140673,0.01,0.7,0.2481328153227
"918","Core",16,"parasites",0.361285564495333,0.0762914931702821,0.367163786778188,8.74311926605505,0.01,0.7,0.211166735313245
"919","Core",17,"hosts",0.3777996435146,0.0588063360803965,0.50711397501813,3.11442786069652,0.01,0.7,0.155654821516855
"920","Core",17,"parasites",0.331047849106477,0.0706544836558615,0.470074580551235,4.25257731958763,0.01,0.7,0.213426801734442
"921","Core",18,"hosts",0.215624262602247,0.0585697286549588,0.722049988413488,0.917874396135266,0.01,0.7,0.271628656015395
"922","Core",18,"parasites",0.402625254103746,0.0619219606018347,0.732554937227644,1,0.01,0.7,0.153795520699948
"923","Core",19,"hosts",0.349381743287519,0.0621264357177624,0.697173478029272,0.600719424460432,0.01,0.7,0.177818208625275
"924","Core",19,"parasites",0.309237466981203,0.0660574559084066,0.647155305204542,2.62724935732648,0.01,0.7,0.213614011760166
"925","Core",20,"hosts",0.215744285155148,0.0538732643153817,0.174232994702237,5.33653846153846,0.01,0.7,0.24970888233095
"926","Core",21,"hosts",0.355954755582365,0.0586225731125561,0.216642948569518,9.07297297297297,0.01,0.7,0.164691079956625
"927","Core",21,"parasites",0.364894394199024,0.0775621463080048,0.375369641264195,5.07004830917874,0.01,0.7,0.212560531323756
"928","Core",22,"hosts",0.28158324156759,0.0633957018909312,0.388325421784316,4.40776699029126,0.01,0.7,0.225140180708212
"929","Core",22,"parasites",0.310019643731599,0.0549684673201521,0.835039583690666,1.392,0.01,0.7,0.177306401163861
"930","Core",23,"hosts",0.376106829934734,0.0563687714039313,0.167081039592546,12.0512820512821,0.01,0.7,0.149874362594566
"931","Core",24,"hosts",0.171232786583621,0.0336384581623289,0.212589617547718,7.44015444015444,0.01,0.7,0.196448699069098
"932","Core",25,"hosts",0.39058719661382,0.0594167846402475,0.565631587184353,0.969604863221885,0.01,0.7,0.152121690509466
"933","Core",25,"parasites",0.298822523941316,0.0668882570531398,0.451815363314956,2.03448275862069,0.01,0.7,0.223839408659421
"934","Core",26,"hosts",0.360439704181805,0.0606722862122305,0.400383134269692,2.01302083333333,0.01,0.7,0.168328531813541
"935","Core",26,"parasites",0.390725971897535,0.0586007020602061,0.53716528690818,2.57289002557545,0.01,0.7,0.149979029486101
"936","Core",27,"hosts",0.275393190520808,0.0734088404871801,0.538626291525924,1.35531135531136,0.01,0.7,0.266560114824747
"937","Core",27,"parasites",0.38399307780646,0.0695947790040384,0.511941758455367,1.56890459363958,0.01,0.7,0.181239670781554
"938","Core",28,"hosts",0.329468029964594,0.0968426579097582,0.697228689754263,0.929637526652452,0.01,0.7,0.293936434197167
"939","Core",28,"parasites",0.442803015964812,0.0494694353756228,0.364747855117522,1,0.01,0.7,0.111718831155283
"940","Core",29,"hosts",0.31406688552027,0.0543362985700565,0.155065243314058,4.41133004926108,0.01,0.7,0.173008684058
"941","Core",29,"parasites",0.445405676601409,0.0501277355024983,0.358891510738156,1,0.01,0.7,0.112543997833592
"942","Core",30,"hosts",0.35222422190106,0.0627936352785021,0.728778919467645,0.86875,0.01,0.7,0.178277447642828
"943","Core",30,"parasites",0.385116172721922,0.0655799480079783,0.502062330757601,2.99491094147583,0.01,0.7,0.170286143904248
"944","Core",31,"hosts",0.385077483849155,0.0571421165534598,0.629082632468234,0.625615763546798,0.01,0.7,0.148391217222776
"945","Core",31,"parasites",0.417414078734212,0.0558263915274915,0.350696730154025,3.0763723150358,0.01,0.7,0.133743432173592
"946","Core",32,"hosts",0.355920684738327,0.0717855801731885,0.563168346205995,1.53312302839117,0.01,0.7,0.201689823748134
"947","Core",32,"parasites",0.411584079137614,0.0596307678070974,0.303050861825212,4.65176470588235,0.01,0.7,0.144881133235379
"948","Core",33,"hosts",0.297040870133426,0.0700380774056752,0.265656035567698,2.64845605700713,0.01,0.7,0.235785995961482
"949","Core",33,"parasites",0.405842465402474,0.0590221252005678,0.311802498145608,3.89327146171694,0.01,0.7,0.145431122250934
"950","Core",34,"hosts",0.279682345700847,0.0610260467896054,0.40696650834025,1.68589743589744,0.01,0.7,0.218197707962875
"951","Core",34,"parasites",0.332649443408724,0.0608569943298061,0.542205856285865,3.67418546365915,0.01,0.7,0.182946328441715
"952","Core",35,"hosts",0.2894046649164,0.066476213646526,0.391976510658572,3.51840490797546,0.01,0.7,0.229699869094125
"953","Core",35,"parasites",0.394378850028973,0.0612905755730409,0.334229931787866,1.5814696485623,0.01,0.7,0.15541040187256
"954","Core",36,"hosts",0.115978151679018,0.0352951252199121,0.68408123453991,1.4251968503937,0.01,0.7,0.304325639863576
"955","Core",36,"parasites",0.337461886112024,0.0599386431596503,0.827715307041593,1.45907473309609,0.01,0.7,0.177616037918288
"956","Core",37,"hosts",0.334935289991932,0.0812081325961808,0.495286682222033,5.41486068111455,0.01,0.7,0.242459170540485
"957","Core",37,"parasites",0.332600376717134,0.0577094016321244,0.823855717275809,1.45296167247387,0.01,0.7,0.173509730210572
"958","Core",38,"hosts",0.230601117317481,0.0559626394491295,0.772437037460353,0.803493449781659,0.01,0.7,0.242681562431819
"959","Core",38,"parasites",0.420781283885293,0.0563965746706848,0.737944041089701,1,0.01,0.7,0.134028239445314
"960","Core",39,"hosts",0.40355556629909,0.0515919494753684,0.696388025471707,0.791457286432161,0.01,0.7,0.127843483732626
"961","Core",39,"parasites",0.415376765553759,0.0582755207748517,0.741721878744952,1,0.01,0.7,0.140295571653272
"962","Core",40,"hosts",0.354507334406308,0.0573182354209464,0.74306684980036,0.838888888888889,0.01,0.7,0.161684201871132
"963","Core",40,"parasites",0.417161286196566,0.054620462944216,0.756632751673583,1,0.01,0.7,0.130933681411843
"964","Core",41,"hosts",0.342604854744969,0.0622193339164936,0.710797674864823,0.92280701754386,0.01,0.7,0.181606690783203
"965","Core",41,"parasites",0.418431786075715,0.0563438744710991,0.777156632141884,1,0.01,0.7,0.13465486214497
"966","Core",42,"hosts",0.2921367307281,0.0777349654235852,0.182231656812821,3.67780429594272,0.01,0.7,0.266091036309759
"967","Core",42,"parasites",0.414063018259708,0.0593392431854712,0.73660878931367,1,0.01,0.7,0.143309690961709
"968","Core",43,"hosts",0.365239636092798,0.0636870611772405,0.686681531869718,0.821875,0.01,0.7,0.17437061831115
"969","Core",43,"parasites",0.419304001241205,0.0575119650120314,0.765187576550664,1,0.01,0.7,0.137160544239471
"970","Core",44,"hosts",0.27217551649971,0.063222707010085,0.144365002902367,7.57462686567164,0.01,0.7,0.232286532687272
"971","Core",45,"hosts",0.211958960566795,0.0354573083318363,0.138324935422266,6.775,0.01,0.7,0.167283837574125
"972","Core",46,"hosts",0.27967270574818,0.0814362041794189,0.240451364791709,7.14714714714715,0.01,0.7,0.291183953620218
"973","Core",47,"hosts",0.173244975172119,0.0503358401558662,0.594746860496787,0.862660944206009,0.01,0.7,0.290547186755965
"974","Core",47,"parasites",0.318499933419212,0.0561387945542395,0.729327446170381,1.50352112676056,0.01,0.7,0.176259988350921
"975","Core",48,"hosts",0.330675989232041,0.072441708948647,0.629867869773119,0.827464788732394,0.01,0.7,0.219071572498762
"976","Core",49,"hosts",0.329468029964594,0.0968426579097582,0.697228689754263,0.929637526652452,0.01,0.7,0.293936434197167
"977","Core",50,"hosts",0.240667910766855,0.0475915997444435,0.115801304444022,6.87740384615385,0.01,0.7,0.197748007172204
"978","Core",50,"parasites",0.419490388882244,0.0555869762184763,0.392587562691862,1,0.01,0.7,0.132510726566563
"979","Core",51,"hosts",0.290758761023738,0.059763632153719,0.598070325176155,0.794212218649518,0.01,0.7,0.205543702082427
"980","Core",51,"parasites",0.421249681751211,0.055296435116383,0.390883669331172,1,0.01,0.7,0.131267600930891
"981","Core",52,"parasites",0.42043285498713,0.0559180139078867,0.381607895939473,1,0.01,0.7,0.133001056517333
"982","Core",53,"parasites",0.401214636129281,0.0573696920123186,0.428419373384821,1.62613981762918,0.01,0.7,0.142990027895774
"983","Core",55,"parasites",0.400167973705642,0.0573745155742712,0.630694078234425,1.72779369627507,0.01,0.7,0.143376080406862
"984","Core",56,"parasites",0.446862458430273,0.0476030339851643,0.416661980430979,1,0.01,0.7,0.106527261547956
"985","Core",57,"parasites",0.446229582092523,0.0471536185594499,0.354795014919813,1,0.01,0.7,0.105671207046226
"986","Core",58,"parasites",0.398121875282858,0.0657789567003231,0.59122702411509,1.52459016393443,0.01,0.7,0.165223166030725
"987","Core",59,"parasites",0.398511929790697,0.0646408807579403,0.556516806414817,1.52597402597403,0.01,0.7,0.162205635329137
"988","Core",60,"parasites",0.405781055333125,0.0595656658014088,0.587930392754421,1.53627760252366,0.01,0.7,0.14679262380179
"989","Core",61,"parasites",0.398727438535733,0.0664077900906965,0.596953353795663,1.53503184713376,0.01,0.7,0.166549335893635
"990","Core",62,"parasites",0.45101073210653,0.0485348633156436,0.383191976791635,1,0.01,0.7,0.107613544114466
"991","Core",63,"parasites",0.449323307937221,0.0467217384241865,0.356814379688369,1,0.01,0.7,0.103982450050676
"992","Core",64,"parasites",0.45062291587335,0.049628920492397,0.379547147451157,1,0.01,0.7,0.110134036118007
"993","Core",65,"parasites",0.44835925112676,0.0501206951081844,0.395739712189948,1,0.01,0.7,0.111786909676174
"994","Core",66,"parasites",0.449387040547219,0.0478232171346573,0.395646587748371,1,0.01,0.7,0.106418772282403
"995","Core",67,"parasites",0.451088864921561,0.0482522861759641,0.353519363999192,1,0.01,0.7,0.106968471022566
"996","Core",68,"parasites",0.450015519511932,0.0488658202676737,0.392270949935983,1,0.01,0.7,0.108586966779882
"997","Core",69,"parasites",0.386285488554522,0.0575830046104501,0.173516892654135,2.33076923076923,0.01,0.7,0.149068516205269
"998","Core",70,"parasites",0.385201523919129,0.0590162006204397,0.170728337866071,2.34924623115578,0.01,0.7,0.15320863744254
"999","Core",71,"parasites",0.385914175161615,0.0581740476576492,0.177768925402709,2.34351145038168,0.01,0.7,0.150743484955656
"1000","Core",72,"parasites",0.385389228551718,0.0590004298162492,0.16851806043179,2.34584450402145,0.01,0.7,0.153093095097575
"1001","Core",74,"parasites",0.384559546550192,0.0583111109742619,0.17915029144199,2.3494623655914,0.01,0.7,0.1516309021512
"1002","Core",77,"parasites",0.387861169003351,0.0603567525863956,0.66264977295478,1,0.01,0.7,0.155614321334328
"1003","Core",78,"parasites",0.40028993946336,0.0579851512787849,0.650113957135846,1.71505376344086,0.01,0.7,0.144857878158321
"1004","Core",79,"parasites",0.407499230909454,0.0540475055724206,0.843867383625903,1,0.01,0.7,0.132632165836971
"1005","Core",80,"parasites",0.292142205091377,0.0691087122911853,0.786609445297675,1.18617021276596,0.01,0.7,0.236558467372318
"1006","Core",81,"parasites",0.376788845688772,0.0606733744759067,0.665034929119591,1,0.01,0.7,0.161027522895471
"1007","Core",82,"parasites",0.314108722208182,NA,0.781660314655427,1,0.01,0.7,NA
"1008","Core",83,"parasites",0.353964689774172,0.0600460330477067,0.76036917514849,1,0.01,0.7,0.169638483109758
"1009","Core",87,"parasites",0.360420108429206,0.0572095707314538,0.696515319473564,1,0.01,0.7,0.158730241164363
"1010","Core",88,"parasites",0.332151889451485,0.0266701231389362,0.645511267217645,1,0.01,0.7,0.0802949613894389
"1011","Core",89,"parasites",0.356007339367089,0.0497078307214119,0.629234028883996,1,0.01,0.7,0.139625859426894
"1012","Core",90,"parasites",0.250906227485855,0.0872210515263833,0.799960931624236,1,0.01,0.7,0.347624100048694
"1013","Core",91,"parasites",0.257257705632833,0.0483293095352724,0.881249974877674,1,0.01,0.7,0.187863408858391
"1014","Core",92,"parasites",0.374078429043947,0.0565198445305555,0.476324293360696,1,0.01,0.7,0.151090894695549
"1015","Core",93,"parasites",0.379094694666857,0.0604789061439487,0.493678401737752,1,0.01,0.7,0.159535089767206
"1016","Core",94,"parasites",0.331087255385362,0.0593935973606712,0.432738739447201,1,0.01,0.7,0.179389560892464
"1017","Core",95,"parasites",0.354290642687727,0.0715712907739714,0.463053270966738,1,0.01,0.7,0.202012929923906
"1018","Core",96,"parasites",0.330524923871009,0.0574830596142597,0.34157111321832,1,0.01,0.7,0.173914447785163
"1019","Core",97,"parasites",0.344122622985748,0.0793869173363428,0.4261084266533,1,0.01,0.7,0.230693688916903
"1020","Core",98,"parasites",0.354856770315212,0.0644501229874451,0.431856656844549,1,0.01,0.7,0.181622920510141
"1021","Core",99,"parasites",0.353549268358648,0.0741840182134336,0.459946307639654,1,0.01,0.7,0.209826535797494
"1022","Core",100,"parasites",0.356679675185181,0.0546324040293744,0.348656468317027,1,0.01,0.7,0.153169378100982
"1023","Core",101,"parasites",0.359754682721754,0.0571576570194159,0.350503518204801,1,0.01,0.7,0.158879535874237
"1024","Core",102,"parasites",0.355745167018464,0.0554775305607345,0.346601453773391,1,0.01,0.7,0.155947390728305
"1025","Disturbed",1,"hosts",0.222547561781493,0.0716078653978249,0.459072792078944,2.95131086142322,0.01,0.7,0.321764322307574
"1026","Disturbed",1,"parasites",0.441820710934364,0.0662455129023164,0.772890233649237,1.63834951456311,0.01,0.7,0.149937545395326
"1027","Disturbed",2,"hosts",0.384885881764002,0.0871941947801624,0.520212005925584,1.32,0.01,0.7,0.226545578602508
"1028","Disturbed",2,"parasites",0.444267541771247,0.0625281657956153,0.683794627657743,1.7152034261242,0.01,0.7,0.140744393673961
"1029","Disturbed",3,"hosts",0.410517238078549,0.0683323745727142,0.512107632963565,1.23614457831325,0.01,0.7,0.166454336710799
"1030","Disturbed",3,"parasites",0.439324111036554,0.0664575986483889,0.792404317511768,1.60640732265446,0.01,0.7,0.151272368119262
"1031","Disturbed",4,"hosts",0.389572524104828,0.0933755388564691,0.741461821429772,1.63782051282051,0.01,0.7,0.239687177813759
"1032","Disturbed",4,"parasites",0.290718717208521,0.0549035455689061,0.648188375339215,1,0.01,0.7,0.188854526107192
"1033","Disturbed",5,"hosts",0.319399262571054,0.0548864261179878,0.207977998940883,2.6553911205074,0.01,0.7,0.171842682654215
"1034","Disturbed",5,"parasites",0.423672620511067,0.078419980612634,0.560144463133136,4.04347826086957,0.01,0.7,0.185095700822106
"1035","Disturbed",6,"hosts",0.380005578980539,0.0689592497668052,0.687524756527289,1,0.01,0.7,0.181469045669819
"1036","Disturbed",7,"hosts",0.330690599885364,0.0771657689532082,0.3381944583208,0.928721174004193,0.01,0.7,0.233347331251503
"1037","Disturbed",7,"parasites",0.388705760012455,0.0981060094655093,0.580507054838694,1,0.01,0.7,0.252391447614169
"1038","Disturbed",8,"hosts",0.412814882060514,0.0790899628495347,0.431000278237698,0.944700460829493,0.01,0.7,0.191586995252611
